file,precision,recall,type_acc,value_precision,value_recall
447.json,0.8,0.5714285714285714,1.0,1.0,0.9166666666666666
451.json,1.0,0.25,1.0,0.0,0.0
455.json,0.6,0.42857142857142855,0.0,0.8333333333333334,0.8333333333333334
466.json,1.0,0.25,1.0,0.5,0.5
471.json,0.8,0.5714285714285714,0.5,1.0,0.8333333333333333
475.json,1.0,0.3333333333333333,1.0,1.0,1.0
478.json,1.0,0.3333333333333333,0.0,0.5,0.5
48.json,1.0,0.6,0.3333333333333333,1.0,1.0
490.json,1.0,0.25,1.0,0.5,0.5
495.json,0.6666666666666666,0.4,0.5,1.0,1.0
5.json,0.6666666666666666,0.5,1.0,1.0,1.0
507.json,0.6,0.75,0.6666666666666666,1.0,1.0
515.json,0.75,1.0,1.0,0.8333333333333334,0.8333333333333334
524.json,1.0,1.0,1.0,0.9,0.9
530.json,1.0,0.5,1.0,0.5,0.3333333333333333
535.json,0.8333333333333334,0.8333333333333334,0.8,0.9,0.8666666666666666
54.json,1.0,0.2,1.0,1.0,1.0
71.json,1.0,0.3333333333333333,0.0,0.5,0.5
76.json,0.25,0.3333333333333333,1.0,0.0,0.0
77.json,0.5,0.42857142857142855,1.0,0.8333333333333334,0.5555555555555555
78.json,0.8,0.4,0.5,0.375,0.3333333333333333
8.json,0.4,0.2857142857142857,0.5,1.0,0.6666666666666666
80.json,0.25,0.5,1.0,1.0,1.0
81.json,0.375,0.42857142857142855,0.3333333333333333,0.2222222222222222,0.2222222222222222
82.json,0.6,0.5,0.0,1.0,1.0
84.json,1.0,0.25,0.0,0.5,0.5
85.json,1.0,0.8333333333333334,0.8,1.0,1.0
87.json,1.0,0.3333333333333333,0.0,1.0,1.0
90.json,1.0,0.8,0.75,0.875,0.875
93.json,1.0,0.5,1.0,0.8333333333333334,0.8333333333333334
97.json,0.25,0.3333333333333333,1.0,0.5,0.5
99.json,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5555555555555555
