file,precision,recall,type_acc,value_precision,value_recall
330.json,0.5,0.25,1.0,1.0,1.0
340.json,0.4,1.0,0.75,1.0,1.0
356.json,1.0,1.0,1.0,1.0,0.9333333333333332
358.json,1.0,1.0,0.75,0.875,0.875
373.json,0.6666666666666666,1.0,0.75,1.0,1.0
380.json,1.0,1.0,1.0,1.0,1.0
388.json,1.0,0.8571428571428571,0.8333333333333334,1.0,1.0
392.json,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
394.json,0.2727272727272727,1.0,0.3333333333333333,0.8333333333333334,0.1111111111111111
396.json,0.75,1.0,0.3333333333333333,0.9166666666666666,0.9166666666666666
4.json,1.0,1.0,1.0,1.0,1.0
402.json,1.0,1.0,0.75,1.0,1.0
41.json,0.8333333333333334,0.8333333333333334,0.4,1.0,1.0
421.json,0.5,1.0,1.0,1.0,1.0
422.json,0.8333333333333334,1.0,1.0,1.0,0.9333333333333333
424.json,0.5,0.6,1.0,1.0,1.0
425.json,0.5,1.0,0.8,1.0,1.0
427.json,1.0,1.0,1.0,1.0,1.0
433.json,0.75,1.0,0.5,1.0,1.0
437.json,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666
438.json,1.0,1.0,0.8333333333333334,0.9166666666666666,0.9166666666666666
442.json,0.6,0.75,0.6666666666666666,1.0,1.0
447.json,1.0,0.8571428571428571,0.8333333333333334,1.0,0.9444444444444443
451.json,0.8,1.0,0.75,1.0,1.0
455.json,1.0,0.7142857142857143,0.8,1.0,1.0
466.json,0.75,0.75,0.6666666666666666,1.0,1.0
471.json,0.8571428571428571,0.8571428571428571,0.6666666666666666,1.0,0.8333333333333334
475.json,1.0,1.0,0.25,1.0,1.0
478.json,0.42857142857142855,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334
48.json,0.75,0.6,0.6666666666666666,1.0,1.0
490.json,1.0,1.0,0.75,0.75,0.6666666666666666
495.json,0.8333333333333334,1.0,1.0,0.9,0.8
5.json,0.3333333333333333,0.25,1.0,1.0,1.0
507.json,0.6666666666666666,1.0,0.75,1.0,1.0
515.json,0.75,1.0,1.0,1.0,1.0
524.json,1.0,1.0,1.0,1.0,1.0
530.json,0.5,1.0,0.5,1.0,0.8333333333333333
535.json,1.0,0.8333333333333334,0.6,1.0,1.0
54.json,0.0,0.0,0.0,0.0,0.0
71.json,1.0,1.0,1.0,1.0,1.0
76.json,0.6,1.0,0.3333333333333333,0.8333333333333334,0.4166666666666667
77.json,1.0,0.8571428571428571,1.0,0.75,0.8555555555555555
78.json,0.9,0.9,0.8888888888888888,1.0,0.9629629629629629
8.json,0.7272727272727273,1.0,1.0,1.0,0.25
80.json,0.6666666666666666,1.0,1.0,1.0,1.0
81.json,0.6666666666666666,0.8571428571428571,0.6666666666666666,1.0,0.9583333333333334
82.json,0.8,0.6666666666666666,0.75,1.0,1.0
84.json,0.8,1.0,0.75,1.0,1.0
85.json,1.0,0.6666666666666666,0.75,1.0,1.0
87.json,1.0,1.0,1.0,1.0,1.0
90.json,1.0,0.8,0.75,1.0,1.0
93.json,1.0,0.16666666666666666,1.0,1.0,1.0
97.json,1.0,0.6666666666666666,1.0,1.0,1.0
99.json,1.0,1.0,1.0,1.0,0.9166666666666666
