index,name_recall,name_precision,type_accuracy,value_recall,value_precision,name_info,type_info,value_info
13,0.8333333333333334,1.0,0.4,1.0,1.0,"[('核芯区受剪面积', '核芯区受剪面积'), ('抗震墙中线与柱中线之间偏心距', '抗震墙中线与柱中线的相对位置'), ('梁中线与柱中线之间偏心距', '偏心距'), ('柱的不利扭转效应', '柱的扭转效应'), ('避免扭转措施', '采取的措施')]","{'核芯区受剪面积': 0, '抗震墙中线与柱中线之间偏心距': 0, '梁中线与柱中线之间偏心距': 0, '柱的不利扭转效应': 1, '避免扭转措施': 1}","{'避免扭转措施': {'content': [('避免扭转措施:采用水平加腋梁', '避免扭转措施:采用水平加腋梁'), ('避免扭转措施:加强柱的箍筋', '避免扭转措施:加强柱的箍筋'), ('避免扭转措施:不采取措施', '避免扭转措施:不采取措施')], 'recall': 1.0, 'precision': 1.0}}"
15,1.0,1.0,0.4,0.3333333333333333,0.5,"[('地下车站结构', '地下车站结构形式'), ('结构形式', '地下车站结构形式'), ('薄弱部位', '地下车站结构薄弱部位'), ('地震作用', '地震作用分析'), ('地下车站结构破坏程度', '地下车站结构形式')]","{'地下车站结构': 1, '结构形式': 0, '薄弱部位': 1, '地震作用': 0, '地下车站结构破坏程度': 0}","{'地下车站结构破坏程度': {'content': [('地下车站结构破坏程度:不破坏', '地下车站结构破坏程度:规则')], 'recall': 0.3333333333333333, 'precision': 0.5}}"
22,0.5,0.75,0.3333333333333333,1.0,1.0,"[('建筑物抗震设防烈度', '建筑物抗震设防烈度'), ('建筑物体型和抗侧力系统复杂性', '建筑物体型和抗侧力系统复杂性'), ('结构薄弱部位的应力集中和弹塑性变形集中', '结构薄弱部位的应力集中和弹塑性变形')]","{'建筑物抗震设防烈度': 1, '建筑物体型和抗侧力系统复杂性': 0, '结构薄弱部位的应力集中和弹塑性变形集中': 0}","{'结构薄弱部位的应力集中和弹塑性变形集中': {'content': [('结构薄弱部位的应力集中和弹塑性变形集中:发生', '结构薄弱部位的应力集中和弹塑性变形集中:发生'), ('结构薄弱部位的应力集中和弹塑性变形集中:不发生', '结构薄弱部位的应力集中和弹塑性变形集中:不发生')], 'recall': 1.0, 'precision': 1.0}}"
16,1.0,1.0,1.0,1.0,1.0,"[('抗浮技术措施', '抗浮技术措施'), ('空心楼板内模上移', '内模上移'), ('施工质量', '楼板施工质量')]","{'抗浮技术措施': 1, '空心楼板内模上移': 1, '施工质量': 1}","{'施工质量': {'content': [('施工质量:受影响', '施工质量:受影响'), ('施工质量:不受影响', '施工质量:不受影响')], 'recall': 1.0, 'precision': 1.0}}"
17,1.0,0.375,0.6666666666666666,1.0,1.0,"[('地面变形', '地面下沉'), ('建筑物破坏', '地面既有建筑物的倾斜'), ('岩土工程勘察', '岩土工程勘察')]","{'地面变形': 1, '建筑物破坏': 0, '岩土工程勘察': 1}","{'岩土工程勘察': {'content': [('岩土工程勘察:提出合理措施', '岩土工程勘察:进行'), ('岩土工程勘察:措施不合理', '岩土工程勘察:不进行')], 'recall': 1.0, 'precision': 1.0}}"
18,0.42857142857142855,0.75,1.0,1.0,1.0,"[('支护结构施工', '支护结构施工'), ('降水', '降水'), ('基坑开挖', '基坑开挖')]","{'支护结构施工': 1, '降水': 1, '基坑开挖': 1}","{'基坑开挖': {'content': [('基坑开挖:不平衡力', '基坑开挖:不平衡力'), ('基坑开挖:软黏土蠕变', '基坑开挖:软黏土蠕变'), ('基坑开挖:水土流失', '基坑开挖:水土流失')], 'recall': 1.0, 'precision': 1.0}}"
25,1.0,1.0,1.0,1.0,1.0,"[('焊缝温度', '焊缝温度'), ('锤击', '锤击'), ('焊缝出现裂缝', '焊缝裂缝')]","{'焊缝温度': 1, '锤击': 1, '焊缝出现裂缝': 1}","{'焊缝出现裂缝': {'content': [('焊缝出现裂缝:出现裂缝', '焊缝出现裂缝:出现裂缝'), ('焊缝出现裂缝:不出现裂缝', '焊缝出现裂缝:未出现裂缝')], 'recall': 1.0, 'precision': 1.0}}"
23,0.75,1.0,1.0,0.5,0.5,"[('风速', '风速'), ('防护装置设置', '防护装置设置'), ('焊缝质量', '焊缝质量')]","{'风速': 1, '防护装置设置': 1, '焊缝质量': 1}","{'焊缝质量': {'content': [('焊缝质量:无缺陷', '焊缝质量:无缺陷')], 'recall': 0.5, 'precision': 0.5}}"
28,0.6666666666666666,1.0,1.0,1.0,1.0,"[('环境类型', '环境类型'), ('混凝土强度等级', '混凝土强度等级')]","{'环境类型': 1, '混凝土强度等级': 1}","{'混凝土强度等级': {'content': [('混凝土强度等级:最低强度等级', '混凝土强度等级:较低'), ('混凝土强度等级:与配筋混凝土相同强度等级', '混凝土强度等级:相同')], 'recall': 1.0, 'precision': 1.0}}"
3,0.8888888888888888,1.0,0.75,1.0,1.0,"[('地基稳定性', '地基稳定性'), ('设计方案', '设计方案'), ('建筑地基侧限', '地基承载能力'), ('软弱地基', '暗浜、暗塘等'), ('暗浜暗塘', '暗浜、暗塘等'), ('承载能力极限状态', '地基承载能力'), ('稳定性验算', '稳定性验算'), ('预防措施建议', '预防措施')]","{'地基稳定性': 0, '设计方案': 1, '建筑地基侧限': 1, '软弱地基': 1, '暗浜暗塘': 1, '承载能力极限状态': 1, '稳定性验算': 1, '预防措施建议': 0}","{'预防措施建议': {'content': [('预防措施建议:提供', '预防措施建议:提供建议'), ('预防措施建议:不提供', '预防措施建议:未提供建议')], 'recall': 1.0, 'precision': 1.0}}"
27,0.5,1.0,0.6666666666666666,1.0,1.0,"[('转换层上、下部结构侧向刚度比', '转换层上、下部结构侧向刚度比'), ('底部抽柱数量', '底部抽柱数量'), ('转换层上、下部柱截面几何形状', '转换层上、下部柱截面选择')]","{'转换层上、下部结构侧向刚度比': 0, '底部抽柱数量': 1, '转换层上、下部柱截面几何形状': 1}","{'转换层上、下部柱截面几何形状': {'content': [('转换层上、下部柱截面几何形状:相同', '转换层上、下部柱截面几何形状:合理选择'), ('转换层上、下部柱截面几何形状:不同', '转换层上、下部柱截面几何形状:选择不当')], 'recall': 1.0, 'precision': 1.0}}"
24,0.6666666666666666,0.8,1.0,0.5,0.5,"[('盐胀临界深度', '盐胀临界深度'), ('盐胀压力', '盐胀压力'), ('室内地面处理', '室内地面处理'), ('地面膨胀破坏', '地面膨胀破坏')]","{'盐胀临界深度': 1, '盐胀压力': 1, '室内地面处理': 1, '地面膨胀破坏': 1}","{'地面膨胀破坏': {'content': [('地面膨胀破坏:发生', '地面膨胀破坏:发生')], 'recall': 0.5, 'precision': 0.5}}"
30,0.5,0.6666666666666666,1.0,1.0,1.0,"[('支撑与梁柱节点的连接方式', '支撑与梁柱节点的连接方式'), ('连接精度的控制', '连接精度的控制难度')]","{'支撑与梁柱节点的连接方式': 1, '连接精度的控制': 1}","{'连接精度的控制': {'content': [('连接精度的控制:容易实现', '连接精度的控制:易于实现'), ('连接精度的控制:不易实现', '连接精度的控制:难以实现')], 'recall': 1.0, 'precision': 1.0}}"
26,1.0,1.0,0.4,1.0,1.0,"[('排架侧移刚度', '排架侧移刚度'), ('地震反应', '地震反应'), ('上吊车的铁梯', '上吊车的铁梯'), ('多跨厂房各跨上吊车的铁梯', '多跨厂房各跨上吊车的铁梯集中'), ('震害破坏', '震害破坏')]","{'排架侧移刚度': 0, '地震反应': 1, '上吊车的铁梯': 0, '多跨厂房各跨上吊车的铁梯': 0, '震害破坏': 1}","{'震害破坏': {'content': [('震害破坏:发生', '震害破坏:导致'), ('震害破坏:不发生', '震害破坏:不导致')], 'recall': 1.0, 'precision': 1.0}}"
19,0.6,1.0,0.6666666666666666,1.0,1.0,"[('横向裂缝宽度', '横向裂缝处理'), ('钢筋网防锈措施', '钢筋网防锈措施'), ('混凝土保护层厚度', '混凝土保护层厚度'), ('钢筋网锈蚀', '钢筋网锈蚀'), ('结构物外观要求', '结构物外观要求'), ('防水功能', '结构物防水功能')]","{'横向裂缝宽度': 0, '钢筋网防锈措施': 0, '混凝土保护层厚度': 1, '钢筋网锈蚀': 1, '结构物外观要求': 1, '防水功能': 1}","{'防水功能': {'content': [('防水功能:受影响', '防水功能:受损'), ('防水功能:不受影响', '防水功能:正常')], 'recall': 1.0, 'precision': 1.0}}"
29,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"[('现场施工条件', '现场施工条件'), ('粉煤灰混凝土的强度发展', '粉煤灰混凝土的强度发展'), ('薄壁混凝土结构的干缩开裂', '薄壁混凝土结构的干缩开裂'), ('粉煤灰掺量', '粉煤灰掺量')]","{'现场施工条件': 1, '粉煤灰混凝土的强度发展': 1, '薄壁混凝土结构的干缩开裂': 1, '粉煤灰掺量': 1}","{'粉煤灰掺量': {'content': [('粉煤灰掺量:适当降低', '粉煤灰掺量:适当降低'), ('粉煤灰掺量:保持不变', '粉煤灰掺量:保持不变')], 'recall': 0.6666666666666666, 'precision': 0.6666666666666666}}"
21,0.7142857142857143,0.8333333333333334,0.8,1.0,1.0,"[('土工合成材料', '土工合成材料'), ('荷载转移', '荷载'), ('土层', '软弱土层'), ('地基整体破坏', '地基稳定性'), ('建筑结构破坏', '建筑结构')]","{'土工合成材料': 1, '荷载转移': 1, '土层': 1, '地基整体破坏': 0, '建筑结构破坏': 1}","{'建筑结构破坏': {'content': [('建筑结构破坏:轻微或无', '建筑结构破坏:无破坏'), ('建筑结构破坏:严重', '建筑结构破坏:严重破坏')], 'recall': 1.0, 'precision': 1.0}}"
32,0.6,0.75,0.0,1.0,1.0,"[('混凝土折合厚度', '混凝土折合厚度'), ('自重', '自重'), ('抗震及基础负担', '抗震及基础负担')]","{'混凝土折合厚度': 0, '自重': 0, '抗震及基础负担': 0}","{'抗震及基础负担': {'content': [('抗震及基础负担:加大', '抗震及基础负担:较大'), ('抗震及基础负担:未加大', '抗震及基础负担:较小')], 'recall': 1.0, 'precision': 1.0}}"
33,0.8,1.0,0.0,1.0,1.0,"[('氯离子含量', '氯离子含量'), ('混凝土碱含量', '混凝土碱含量'), ('钢筋锈蚀', '钢筋锈蚀'), ('碱骨料反应', '碱骨料反应')]","{'氯离子含量': 0, '混凝土碱含量': 0, '钢筋锈蚀': 0, '碱骨料反应': 0}","{'碱骨料反应': {'content': [('碱骨料反应:发生', '碱骨料反应:发生'), ('碱骨料反应:未发生', '碱骨料反应:未发生')], 'recall': 1.0, 'precision': 1.0}}"
37,1.0,1.0,1.0,1.0,1.0,"[('氯盐含量', '氯盐含量'), ('混凝土耐久性', '混凝土耐久性'), ('原材料中氯离子控制', '原材料控制')]","{'氯盐含量': 1, '混凝土耐久性': 1, '原材料中氯离子控制': 1}","{'原材料中氯离子控制': {'content': [('原材料中氯离子控制:严格', '原材料中氯离子控制:严格'), ('原材料中氯离子控制:不严格', '原材料中氯离子控制:不严格')], 'recall': 1.0, 'precision': 1.0}}"
38,0.5714285714285714,0.8,1.0,1.0,1.0,"[('楼板开洞位置', '洞口位置'), ('楼板开洞尺寸', '开洞尺寸和位置限制'), ('楼板传力', '楼盖传力路径'), ('楼板加强措施', '楼板传力可靠性')]","{'楼板开洞位置': 1, '楼板开洞尺寸': 1}","{'楼板开洞尺寸': {'content': [('楼板开洞尺寸:小', '楼板开洞尺寸:不满足限制条件'), ('楼板开洞尺寸:大', '楼板开洞尺寸:满足限制条件')], 'recall': 1.0, 'precision': 1.0}}"
35,0.6666666666666666,1.0,0.75,1.0,1.0,"[('增设抗震墙', '抗震墙'), ('增设翼墙', '翼墙'), ('梁剪切破坏', '梁剪切破坏'), ('基础承载可能性', '基础承载')]","{'增设抗震墙': 1, '增设翼墙': 1, '梁剪切破坏': 0, '基础承载可能性': 1}","{'基础承载可能性': {'content': [('基础承载可能性:可行', '基础承载可能性:足够'), ('基础承载可能性:不可行', '基础承载可能性:不足')], 'recall': 1.0, 'precision': 1.0}}"
43,0.6666666666666666,1.0,0.0,1.0,1.0,"[('屈曲约束支撑的设计', '屈曲约束支撑的受力状态'), ('施工误差', '屈曲约束支撑的施工误差')]","{'屈曲约束支撑的设计': 0, '施工误差': 0}","{'施工误差': {'content': [('施工误差:过大', '施工误差:过大'), ('施工误差:适中', '施工误差:适中')], 'recall': 1.0, 'precision': 1.0}}"
40,0.42857142857142855,1.0,1.0,1.0,1.0,"[('屋架上弦的附加扭矩', '屋架上弦附加扭矩'), ('屋架上弦的破坏', '屋架上弦破坏'), ('截面抗扭验算', '截面抗扭验算')]","{'屋架上弦的附加扭矩': 1, '屋架上弦的破坏': 1, '截面抗扭验算': 1}","{'截面抗扭验算': {'content': [('截面抗扭验算:进行', '截面抗扭验算:进行'), ('截面抗扭验算:不进行', '截面抗扭验算:不进行')], 'recall': 1.0, 'precision': 1.0}}"
42,0.6,0.75,1.0,1.0,1.0,"[('板厚', '板厚'), ('连接方式', '连接方式'), ('摩擦系数', '摩擦系数')]","{'板厚': 1, '连接方式': 1, '摩擦系数': 1}","{'摩擦系数': {'content': [('摩擦系数:下降', '摩擦系数:下降'), ('摩擦系数:正常', '摩擦系数:保持')], 'recall': 1.0, 'precision': 1.0}}"
36,0.6,0.5,0.6666666666666666,1.0,1.0,"[('膨润土防水材料的保护', '膨润土材料覆盖情况'), ('膨润土材料的膨胀', '膨润土颗粒膨胀情况'), ('施工季节', '雨季施工')]","{'膨润土防水材料的保护': 1, '膨润土材料的膨胀': 1, '施工季节': 0}","{'施工季节': {'content': [('施工季节:非雨季', '施工季节:未采取临时遮挡措施'), ('施工季节:雨季', '施工季节:采取临时遮挡措施')], 'recall': 1.0, 'precision': 1.0}}"
34,0.8,1.0,0.25,1.0,1.0,"[('打火引弧位置', '打火引弧位置'), ('母材表面应力集中', '母材表面状态'), ('缺口附近的断裂韧性值', '缺口敏感性'), ('承受动荷载时的疲劳强度', '疲劳强度')]","{'打火引弧位置': 0, '母材表面应力集中': 0, '缺口附近的断裂韧性值': 0, '承受动荷载时的疲劳强度': 1}","{'承受动荷载时的疲劳强度': {'content': [('承受动荷载时的疲劳强度:受影响', '承受动荷载时的疲劳强度:受影响'), ('承受动荷载时的疲劳强度:未受影响', '承受动荷载时的疲劳强度:未受影响')], 'recall': 1.0, 'precision': 1.0}}"
39,0.6666666666666666,0.8,0.75,1.0,1.0,"[('封口高度', '封口高度'), ('桩顶土隆起', '桩顶土隆起'), ('桩体强度', '桩体强度'), ('封口标高', '封口标高')]","{'封口高度': 1, '桩顶土隆起': 0, '桩体强度': 1, '封口标高': 1}","{'封口标高': {'content': [('封口标高:高于原地面', '封口标高:高于原地面'), ('封口标高:低于或等于原地面', '封口标高:低于或等于原地面')], 'recall': 1.0, 'precision': 1.0}}"
31,0.8571428571428571,1.0,0.16666666666666666,1.0,1.0,"[('桩中心间距与桩径之比', '桩中心间距与桩径之比'), ('桩的竖向抗压承载力', '桩的竖向抗压承载力'), ('布桩间距', '布桩间距'), ('桩帽造价', '桩帽造价'), ('加筋体性能要求', '加筋体性能要求'), ('填土总厚度', '填土总厚度')]","{'桩中心间距与桩径之比': 0, '桩的竖向抗压承载力': 0, '布桩间距': 1, '桩帽造价': 0, '加筋体性能要求': 0, '填土总厚度': 0}","{'填土总厚度': {'content': [('填土总厚度:大', '填土总厚度:加大'), ('填土总厚度:少', '填土总厚度:减少')], 'recall': 1.0, 'precision': 1.0}}"
49,0.5,0.6666666666666666,0.5,1.0,1.0,"[('地基液化', '地基液化'), ('上部结构地震力', '上部结构地震力')]","{'地基液化': 1, '上部结构地震力': 0}","{'上部结构地震力': {'content': [('上部结构地震力:减小', '上部结构地震力:减小'), ('上部结构地震力:不减小', '上部结构地震力:不减小')], 'recall': 1.0, 'precision': 1.0}}"
44,0.8,0.8,0.75,0.5,0.5,"[('桩长范围和桩端承压水土层', '桩长范围'), ('选用的成桩工艺', '成桩工艺'), ('桩端承压水水头', '桩端承压水'), ('桩体强度', '桩体强度')]","{'桩长范围和桩端承压水土层': 0, '选用的成桩工艺': 1, '桩端承压水水头': 1, '桩体强度': 1}","{'桩体强度': {'content': [('桩体强度:严重降低', '桩体强度:低')], 'recall': 0.5, 'precision': 0.5}}"
45,1.0,1.0,0.6666666666666666,1.0,1.0,"[('墩柱等受压构件截面', '截面大小'), ('混凝土强度', '混凝土强度'), ('钢筋保护层厚度', '钢筋保护层厚度'), ('防腐蚀措施', '附加防腐蚀措施'), ('成本', '成本增加'), ('耐久性要求', '钢筋保护层耐久性要求')]","{'墩柱等受压构件截面': 0, '混凝土强度': 1, '钢筋保护层厚度': 1, '防腐蚀措施': 1, '成本': 0, '耐久性要求': 1}","{'耐久性要求': {'content': [('耐久性要求:满足', '耐久性要求:满足'), ('耐久性要求:不满足', '耐久性要求:不满足')], 'recall': 1.0, 'precision': 1.0}}"
41,1.0,0.5,0.25,1.0,1.0,"[('板类型', '板面构造钢筋配置'), ('非受力方向负弯矩', '锚固长度'), ('板边和板角的构造钢筋', '板角配筋形式'), ('板面裂缝', '板面裂缝')]","{'板类型': 0, '非受力方向负弯矩': 0, '板边和板角的构造钢筋': 1, '板面裂缝': 0}","{'板面裂缝': {'content': [('板面裂缝:存在', '板面裂缝:出现'), ('板面裂缝:不存在', '板面裂缝:不出现')], 'recall': 1.0, 'precision': 1.0}}"
46,1.0,1.0,1.0,0.5,0.5,"[('边坡稳定性', '边坡失稳'), ('地表水流', '地表水流冲刷'), ('雨水冲刷', '地表水流冲刷'), ('雨水排泄', '雨水排泄'), ('护坡措施', '护坡措施'), ('草皮种植', '草皮种植')]","{'边坡稳定性': 1, '地表水流': 1, '雨水冲刷': 1, '雨水排泄': 1, '护坡措施': 1, '草皮种植': 1}","{'草皮种植': {'content': [('草皮种植:未种植', '草皮种植:未种植')], 'recall': 0.5, 'precision': 0.5}}"
54,0.5,0.6,0.6666666666666666,1.0,1.0,"[('钢筋与混凝土间的黏结强度', '钢筋与混凝土间的黏结强度'), ('裂缝宽度', '裂缝宽度'), ('滑移', '滑移')]","{'钢筋与混凝土间的黏结强度': 1, '裂缝宽度': 0, '滑移': 1}","{'滑移': {'content': [('滑移:增大', '滑移:增大'), ('滑移:未增大', '滑移:稳定')], 'recall': 1.0, 'precision': 1.0}}"
50,0.75,1.0,0.3333333333333333,1.0,1.0,"[('地表倾斜', '地表倾斜'), ('建筑物附加压力的重分配', '建筑物附加压力重分配'), ('建筑结构内应力变化', '建筑结构内应力变化')]","{'地表倾斜': 1, '建筑物附加压力的重分配': 0, '建筑结构内应力变化': 0}","{'建筑结构内应力变化': {'content': [('建筑结构内应力变化:是', '建筑结构内应力变化:引起破坏'), ('建筑结构内应力变化:否', '建筑结构内应力变化:未引起破坏')], 'recall': 1.0, 'precision': 1.0}}"
48,1.0,0.6666666666666666,0.75,1.0,1.0,"[('先张法预应力传递长度范围内局部挤压', '预应力传递长度范围内局部挤压'), ('构件端部混凝土劈裂裂缝', '端部构造措施'), ('端部构造措施', '端部构造措施'), ('自锚端局部承载力', '自锚端的局部承载力')]","{'先张法预应力传递长度范围内局部挤压': 1, '构件端部混凝土劈裂裂缝': 0, '端部构造措施': 1, '自锚端局部承载力': 1}","{'自锚端局部承载力': {'content': [('自锚端局部承载力:保证', '自锚端局部承载力:保证'), ('自锚端局部承载力:不保证', '自锚端局部承载力:不保证')], 'recall': 1.0, 'precision': 1.0}}"
52,1.0,1.0,1.0,0.6666666666666666,1.0,"[('焊接裂纹', '焊接裂纹'), ('结构脆性断裂', '结构脆性断裂'), ('焊工修补裂纹', '裂纹修补')]","{'焊接裂纹': 1, '结构脆性断裂': 1, '焊工修补裂纹': 1}","{'焊工修补裂纹': {'content': [('焊工修补裂纹:随意修补', '焊工修补裂纹:焊工随意修补'), ('焊工修补裂纹:由技术人员制定修补方案再修补', '焊工修补裂纹:技术人员制定返修措施')], 'recall': 0.6666666666666666, 'precision': 1.0}}"
47,0.75,1.0,0.6666666666666666,1.0,1.0,"[('混凝土有害的温度裂缝', '裂缝出现'), ('混凝土内部温度和温度应力', '裂缝原因'), ('温度监测控制', '裂缝预防措施')]","{'混凝土有害的温度裂缝': 0, '混凝土内部温度和温度应力': 1, '温度监测控制': 1}","{'温度监测控制': {'content': [('温度监测控制:有', '温度监测控制:监测混凝土表面和内部温度'), ('温度监测控制:无', '温度监测控制:控制混凝土浇筑块体升温速度'), ('温度监测控制:无', '温度监测控制:控制混凝土浇筑块体内外温差'), ('温度监测控制:无', '温度监测控制:控制降温速度')], 'recall': 1, 'precision': 1.0}}"
55,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,"[('混凝土坍落度', '混凝土坍落度'), ('桩顶浮浆量', '桩顶浮浆量'), ('桩体强度', '桩体强度')]","{'混凝土坍落度': 1, '桩顶浮浆量': 0, '桩体强度': 1}","{'桩体强度': {'content': [('桩体强度:适中', '桩体强度:正常')], 'recall': 0.3333333333333333, 'precision': 0.5}}"
63,0.5,1.0,0.5,1.0,1.0,"[('索或拉杆的预应力分布', '预应力分布'), ('结构失效', '结构失效')]","{'索或拉杆的预应力分布': 1, '结构失效': 0}","{'结构失效': {'content': [('结构失效:避免', '结构失效:不发生'), ('结构失效:发生', '结构失效:发生')], 'recall': 1.0, 'precision': 1.0}}"
51,0.8,0.8,0.5,1.0,1.0,"[('天窗设置位置', '天窗开设位置'), ('屋面板与屋架的连接可靠性', '屋面板与屋架连接可靠性'), ('屋面纵向水平刚度', '屋面纵向水平刚度'), ('采光要求', '采光要求')]","{'天窗设置位置': 1, '屋面板与屋架的连接可靠性': 0, '屋面纵向水平刚度': 1, '采光要求': 0}","{'采光要求': {'content': [('采光要求:高', '采光要求:高'), ('采光要求:不太高', '采光要求:不高')], 'recall': 1.0, 'precision': 1.0}}"
